Text,Toxic,Abusive,Threat,Provocative,Obscene,Hatespeech,Racist,Nationalist,Sexist,Homophobic,ReligiousHate,Radicalism,Sentiment,Cleaned_Text
testtube please explain blacks stopped searched more than whites whites make population searched 69 time while blacks make population searched 121 time its pretty obvious that whites likely searched more want explain further that find someone your team that actually remembers basic grade school math could about what wrong about this video seems have been already explained others seriously enjoy watching your channel bias strong with this almost made want unsubscribe,False,False,False,False,False,False,False,False,False,False,False,False,Positive,testtube please explain black stopped searched white white make population searched time black make population searched time pretty obvious white likely searched want explain find someone team actually remembers basic grade school math could wrong video seems already explained others seriously enjoy watching channel bias strong almost made want unsubscribe
majority people ferguson african american than their elected officials african american mayor city council police chief elected officials people community stepping fill those roles,False,False,False,False,False,False,False,False,False,False,False,False,Negative,majority people ferguson african american elected official african american mayor city council police chief elected official people community stepping fill role
least favorite test tube video far,False,False,False,False,False,False,False,False,False,False,False,False,Negative,least favorite test tube video far
heard billionaire funded these organised riots what fucken suck joke,True,True,False,False,True,False,False,False,False,False,False,False,Negative,heard billionaire funded organised riot fucken suck joke
please slow down cant tell they sped scully talking really quickly great video with great information just little fast,False,False,False,False,False,False,False,False,False,False,False,False,Positive,please slow cant tell sped scully talking really quickly great video great information little fast
while dont agree with police action kill that does mean protest looting destroying your neighbourhood that stupid because makes people dont want support your struggle,False,False,False,False,False,False,False,False,False,False,False,False,Negative,dont agree police action kill mean protest looting destroying neighbourhood stupid make people dont want support struggle
fucking savages protest sumthing real like your government robbing sendin your kids elegal war laughing stock america congrats,True,True,False,False,False,False,False,False,False,False,False,False,Negative,fucking savage protest sumthing real like government robbing sendin kid elegal war laughing stock america congrats
just came here read racist comments,False,False,False,False,False,False,False,False,False,False,False,False,Negative,came read racist comment
sure some people protesting actually protesting what they believe then have those people that taking advantage situation just cause much chaos damage hurting community,False,False,False,False,False,False,False,False,False,False,False,False,Negative,sure people protesting actually protesting believe people taking advantage situation cause much chaos damage hurting community
need come togather,False,False,False,False,False,False,False,False,False,False,False,False,Negative,need come togather
dont call peacefully protest when burn down,False,False,False,False,False,False,False,False,False,False,False,False,Negative,dont call peacefully protest burn
this section ladies gentlemen will black people misbehaving wonder what would happen everyone rioted when court decisions their way,True,False,False,False,False,True,True,False,False,False,False,False,Negative,section lady gentleman black people misbehaving wonder would happen everyone rioted court decision way
dirtbags them including,True,True,False,False,False,False,False,False,False,False,False,False,Negative,dirtbags including
were protesters throwing stuff reporters,False,False,False,False,False,False,False,False,False,False,False,False,Negative,protester throwing stuff reporter
034 just hard on,False,False,False,False,False,False,False,False,False,False,False,False,Negative,hard
watched kept muttering shoot shoot pull trigger rubber bullets hurt like mfer,True,True,False,True,False,False,False,False,False,False,False,False,Negative,watched kept muttering shoot shoot pull trigger rubber bullet hurt like mfer
send them france,False,False,False,False,False,False,False,False,False,False,False,False,Negative,send france
fact they have live ammo those guns they rubber slugs,False,False,False,False,False,False,False,False,False,False,False,False,Negative,fact live ammo gun rubber slug
fucking brain dead have nazi police scum bags just take,True,True,False,True,False,False,False,False,False,False,False,False,Negative,fucking brain dead nazi police scum bag take
dis furgusun unitid stateth murka retard starts violent protest then tries pawn police state when cops arrive,True,True,False,True,False,False,False,False,False,False,False,False,Negative,dis furgusun unitid stateth murka retard start violent protest try pawn police state cop arrive
bless police,False,False,False,False,False,False,False,False,False,False,False,False,Positive,bless police
land free baby hahahaha people living usa should thankful everyday this worse country earth,True,False,False,False,False,True,True,True,False,False,False,False,Negative,land free baby hahahaha people living usa thankful everyday worse country earth
this virginia,False,False,False,False,False,False,False,False,False,False,False,False,Negative,virginia
need your shit straight they never there weapons pointed this they were ready position riot very under understandable course action knows anything,False,False,False,False,False,False,False,False,False,False,False,False,Negative,need shit straight never weapon pointed ready position riot understandable course action know anything
dumber people earth then americans,True,False,False,False,False,True,True,True,False,False,False,False,Negative,dumber people earth american
screw price crap that thinks hes cool disrespect american flag,True,True,False,False,False,False,False,False,False,False,False,False,Negative,screw price crap think he cool disrespect american flag
shoot first questions later hahahahahaha,True,True,False,True,False,False,False,False,False,False,False,False,Negative,shoot first question later hahahahahaha
what police that army,False,False,False,False,False,False,False,False,False,False,False,False,Negative,police army
should have shot,True,True,False,True,False,False,False,False,False,False,False,False,Negative,shot
true dictatorship lets wait check which coutries will start sanctioning government guess none countries because corrupted countries world except russia china,True,True,False,True,False,False,False,False,False,False,False,False,Negative,true dictatorship let wait check coutries start sanctioning government guess none country corrupted country world except russia china
this point where think points should just know told that something provoked that,False,False,False,False,False,False,False,False,False,False,False,False,Negative,point think point know told something provoked
techno party,False,False,False,False,False,False,False,False,False,False,False,False,Positive,techno party
awesome from enforcement send disrupt tear down islamic extremist radicals america thanks,True,False,False,False,False,True,False,False,False,False,True,False,Negative,awesome enforcement send disrupt tear islamic extremist radical america thanks
those weapons were discharged,True,True,False,True,False,False,False,False,False,False,False,False,Negative,weapon discharged
once obama show face these cities yet they supported himsad,False,False,False,False,False,False,False,False,False,False,False,False,Positive,obama show face city yet supported himsad
wait rioting again people standing boredly sidewalk guys with guns middle traffic,False,False,False,False,False,False,False,False,False,False,False,False,Negative,wait rioting people standing boredly sidewalk guy gun middle traffic
police cleaned that mess quick nice,True,True,False,True,False,False,False,False,False,False,False,False,Negative,police cleaned mess quick nice
find this satisfying some reason,True,True,False,True,False,False,False,False,False,False,False,False,Negative,find satisfying reason
confederation back,False,False,False,False,False,False,False,False,False,False,False,False,Negative,confederation back
those guns rubber bullets stupid russian news channel,True,True,False,False,False,False,False,False,False,False,False,False,Negative,gun rubber bullet stupid russian news channel
perfect police,False,False,False,False,False,False,False,False,False,False,False,False,Positive,perfect police
protesters suck,True,True,False,False,True,False,False,False,False,False,False,False,Negative,protester suck
rocket launcher will take care that lightly armored vehicle,True,True,False,True,False,False,False,False,False,False,False,False,Negative,rocket launcher take care lightly armored vehicle
that these were riot shotguns loaded with live rounds,True,True,False,True,False,False,False,False,False,False,False,False,Negative,riot shotgun loaded live round
time test police guns fire fire,True,True,False,True,False,False,False,False,False,False,False,False,Negative,time test police gun fire fire
ak47 shoot copa,True,True,True,False,False,False,False,False,False,False,False,False,Negative,ak shoot copa
beautiful,True,True,False,True,False,False,False,False,False,False,False,False,Negative,beautiful
kill protesters,True,True,True,False,False,False,False,False,False,False,False,False,Negative,kill protester
think that guys doing profiting these standoffs caring about side other,False,False,False,False,False,False,False,False,False,False,False,False,Positive,think guy profiting standoff caring side
blue lives lets matter send those commies streets,True,False,False,False,False,True,True,False,False,False,False,False,Negative,blue life let matter send commie street
with cops those protesters steal destroy things they arent solving shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative,cop protester steal destroy thing arent solving shit
here they impose gunlaws fact even machine gun people could anything against police they have cars body protection like tanks just wanted say,False,False,False,False,False,False,False,False,False,False,False,False,Negative,impose gunlaws fact even machine gun people could anything police car body protection like tank wanted say
shit serving media concocts story white kills innocent black teenager which bullshit black community arms they burn shit downmore stories these useless talking heads front camera with least once week black white crime reported newsno national attention federal involvementwtf black need stand fathers stop looking excuses fuck yall yall,True,True,False,False,True,True,True,False,False,False,False,False,Negative,shit serving medium concocts story white kill innocent black teenager bullshit black community arm burn shit downmore story useless talking head front camera least week black white crime reported newsno national attention federal involvementwtf black need stand father stop looking excuse fuck yall yall
what does this video have with what actually happen simply trying smear this young mans image what wanted rapper what stole some cigars nothing have side this video deserves death sentence also that they have released video officer wilson showing that injuries shows that officer wilson being truthful about incident perhaps need wait until details before post bias video youre going post video make sure that accurate mention that more than just friend criminal stated that brown giving both black white witnesses nothing with incident stated that hands surrendering when wilson shot him,False,False,False,False,False,False,False,False,False,False,False,False,Positive,video actually happen simply trying smear young man image wanted rapper stole cigar nothing side video deserves death sentence also released video officer wilson showing injury show officer wilson truthful incident perhaps need wait detail post bias video youre going post video make sure accurate mention friend criminal stated brown giving black white witness nothing incident stated hand surrendering wilson shot
funny thing government trusted judge itself fucking disgusting,True,True,False,True,False,False,False,False,False,False,False,False,Negative,funny thing government trusted judge fucking disgusting
what relevance marijuana here autopsy shows entry wounds spread over body close range spread would tight most hitting same region most likely chest area from long range spread would dispersed report wounds underside arms only exposed arms raised gesture peace hands empty away from body pose this plus there were powder burns body away,False,False,False,False,False,False,False,False,False,False,False,False,Positive,relevance marijuana autopsy show entry wound spread body close range spread would tight hitting region likely chest area long range spread would dispersed report wound underside arm exposed arm raised gesture peace hand empty away body pose plus powder burn body away
know crazy actually came across your video about bitcoin while trying learn more about knew looked familiar took time look some mike browns personal profiles myself specifically soundcloud while think guilty representing himself wrong light maybe stealing still didnt deserve die fact that white people like yourself continued insinuate ridiculous shows your clear lack empathy sympathy seems more like animals think are especially offensive looking back these videos years later when hiphop our black culture biggest thing media still dont understand perspectives trayvon martin making lean your other videos shows ignorant truly well sprite fanta carbonated drink used when making leannot tea,True,False,False,False,False,True,True,False,False,False,False,False,Negative,know crazy actually came across video bitcoin trying learn knew looked familiar took time look mike brown personal profile specifically soundcloud think guilty representing wrong light maybe stealing still didnt deserve die fact white people like continued insinuate ridiculous show clear lack empathy sympathy seems like animal think especially offensive looking back video year later hiphop black culture biggest thing medium still dont understand perspective trayvon martin making lean video show ignorant truly well sprite fanta carbonated drink used making leannot tea
stefan like standup darren wilson though your side events lose their integrity when give clean chit considering incompetent ferguson police turning,False,False,False,False,False,False,False,False,False,False,False,False,Positive,stefan like standup darren wilson though side event lose integrity give clean chit considering incompetent ferguson police turning
this typical mindset white people white people most deserved you people like sean hannity feuling fires prejudice racism dont these people influence you they want race they start marshall law,True,False,False,False,False,True,True,False,False,False,False,False,Negative,typical mindset white people white people deserved people like sean hannity feuling fire prejudice racism dont people influence want race start marshall law
perform basic snatch grab robbery local convenience store which turns into strong robbery immigrant midget store clerk less than minutes later yahoo told fuck middle road proceeded until recognized fitting description assailant which just came over radio talk about mutherfuckin karma stealing shit does warrant deadly force karmas bitch fuck ability control direct its measures decree aint mutherfucker puts pants time thats sure,True,True,False,False,True,False,False,False,False,False,False,False,Negative,perform basic snatch grab robbery local convenience store turn strong robbery immigrant midget store clerk less minute later yahoo told fuck middle road proceeded recognized fitting description assailant came radio talk mutherfuckin karma stealing shit warrant deadly force karma bitch fuck ability control direct measure decree aint mutherfucker put pant time thats sure
its that have watch youtube video biased report about whats going ferguson thank you,False,False,False,False,False,False,False,False,False,False,False,False,Positive,watch youtube video biased report whats going ferguson thank
this dude sure seems know good about smoking weeds hmmm according this clown because this black somewhat gang side which factual based photos that justified murder unarmed human being mfer,True,True,False,False,True,False,False,False,False,False,False,False,Negative,dude sure seems know good smoking weed hmmm according clown black somewhat gang side factual based photo justified murder unarmed human mfer
what injuries treated for,False,False,False,False,False,False,False,False,False,False,False,False,Negative,injury treated
wonder crater thug brown made street when final shot melon what sew when truth facts dont then they shit their kitchens before they right directions toilet,True,True,False,False,True,True,True,False,False,False,False,False,Negative,wonder crater thug brown made street final shot melon sew truth fact dont shit kitchen right direction toilet
stefan rep rivers,False,False,False,False,False,False,False,False,False,False,False,False,Negative,stefan rep river
more your corrupt police will harmed now they safe from will defend self fighting back shooting them dead your wills ready cause catalyst facts citytowngovernmentusa catalyst this been boiling over many years have generation that will bring equalizer your door step also have purge will feel effect,True,True,True,True,False,False,False,False,False,False,False,False,Negative,corrupt police harmed safe defend self fighting back shooting dead will ready cause catalyst fact citytowngovernmentusa catalyst boiling many year generation bring equalizer door step also purge feel effect
shocking truths come light,False,False,False,False,False,False,False,False,False,False,False,False,Positive,shocking truth come light
clearly racists shrill canadian vegatable plant that lives ivory snow truly knows nothing about negro race,True,True,False,False,False,False,False,False,False,False,False,False,Negative,clearly racist shrill canadian vegatable plant life ivory snow truly know nothing negro race
guys have love this spends minutes telus roll blunt,False,False,False,False,False,False,False,False,False,False,False,False,Positive,guy love spends minute telus roll blunt
wheres taser when need it,False,False,False,False,False,False,False,False,False,False,False,False,Negative,wheres taser need
stefan molyneux sir dumbest smart ever researcher research enitre history blackman america will understand things they are detachted from reality comical,True,True,False,False,False,False,False,False,False,False,False,False,Negative,stefan molyneux sir dumbest smart ever researcher research enitre history blackman america understand thing detachted reality comical
yeah course goes college then when money comes from majority negros drop half through semester,False,False,False,False,False,False,False,False,False,False,False,False,Positive,yeah course go college money come majority negro drop half semester
white folks always asked would something that could ruin career answer this because they know they away with they know their chief their fellow cops will cover them they know white folks assholes like will make excuses them slim none chance their trial your kind will always acquit,False,False,False,False,False,False,False,False,False,False,False,False,Negative,white folk always asked would something could ruin career answer know away know chief fellow cop cover know white folk asshole like make excuse slim none chance trial kind always acquit
blacks want respect then speak act dress like huxtable family want treated with prejudice then speak dress like known gangsters steal things like street,True,False,False,False,False,True,True,False,False,False,False,False,Negative,black want respect speak act dress like huxtable family want treated prejudice speak dress like known gangster steal thing like street
leaving information when giving police report because they didnt that info is lying omission thats its outright lyingbecause omitted information these some stupid lawyers,True,True,False,False,False,False,False,False,False,False,False,False,Negative,leaving information giving police report didnt info lying omission thats outright lyingbecause omitted information stupid lawyer
micheal brown asked think shot because black then your racist,False,False,False,False,False,False,False,False,False,False,False,False,Negative,micheal brown asked think shot black racist
dipshits dont care hes feet tall pounds call backup pepper spray your baton your taser wait backup your does saying monkey with blindfolds its hands tied behind its back anyways preliminary autopsy showed that shot times less lethal areas before executed with gunshot wounds head,True,True,False,False,False,False,False,False,False,False,False,False,Negative,dipshits dont care he foot tall pound call backup pepper spray baton taser wait backup saying monkey blindfold hand tied behind back anyways preliminary autopsy showed shot time less lethal area executed gunshot wound head
deserved killed because smoke weedlike fightingthrow gang signs allegedly stole cigars,False,False,False,False,False,False,False,False,False,False,False,False,Negative,deserved killed smoke weedlike fightingthrow gang sign allegedly stole cigar
great points thank trying calmly dissect this praying truth comes that handle truth,False,False,False,False,False,False,False,False,False,False,False,False,Positive,great point thank trying calmly dissect praying truth come handle truth
cell phone video being shown anymore sorry message saying private,False,False,False,False,False,False,False,False,False,False,False,False,Negative,cell phone video shown anymore sorry message saying private
published this truth still uncovered know what likelyyou cant assume know entire story before been investigated feds going investigate going back years just this case think were going know more time goes assuming know answers before been looked under microscope misleading people,False,False,False,False,False,False,False,False,False,False,False,False,Negative,published truth still uncovered know likelyyou cant assume know entire story investigated fed going investigate going back year case think going know time go assuming know answer looked microscope misleading people
guess youve never done anything wrong your life according your analysis police right shoot time make sure dead already dead very proud this officer this tells everything about you hope have children,False,False,False,False,False,False,False,False,False,False,False,False,Negative,guess youve never done anything wrong life according analysis police right shoot time make sure dead already dead proud officer tell everything hope child
looks like media comes with these bogus clams cause division side things question isnt some much dont people truth what government planing media fueling them,False,False,False,False,False,False,False,False,False,False,False,False,Positive,look like medium come bogus clam cause division side thing question isnt much dont people truth government planing medium fueling
stephan been watching quite while this first post truth about henry kissinger would very interested hearing your opinion this,False,False,False,False,False,False,False,False,False,False,False,False,Positive,stephan watching quite first post truth henry kissinger would interested hearing opinion
here intellectual mature approach this case black myself many older black prison dead stuck matrix truthers struggling because there older guide these younger males they often encounter police without understanding deal with cop many their role models come from rappers only advocate violence against police they deers caught headlights potential life death encounter racism not many black people ranting about hate crime clearly assaulted store clerk which indicates propensity violence against wilson stop pointing finger address problems black teens have with their lack male role models 3with that being said black people need address alternatives dealing with suspectsvictims with nonlethal weaponry deal with these encounters race start focus solutions possible violent encounter with alternatives then progress with police cant protest burn down your communities retalitation against police this only supports theory that brown product violent environment because burning down businesses going solve problem with police department this counterproductive 5it hoax,False,False,False,False,False,False,False,False,False,False,False,False,Negative,intellectual mature approach case black many older black prison dead stuck matrix truthers struggling older guide younger male often encounter police without understanding deal cop many role model come rapper advocate violence police deer caught headlight potential life death encounter racism many black people ranting hate crime clearly assaulted store clerk indicates propensity violence wilson stop pointing finger address problem black teen lack male role model said black people need address alternative dealing suspectsvictims nonlethal weaponry deal encounter race start focus solution possible violent encounter alternative progress police cant protest burn community retalitation police support theory brown product violent environment burning business going solve problem police department counterproductive hoax
its freaking 2014 some people still racist police still awful,True,True,False,False,False,False,False,False,False,False,False,False,Negative,freaking people still racist police still awful
shot times inside right once palm hand didnt have hands surrender position thats consistent with charging officer consistent with witness accounts said surrendering,False,False,False,False,False,False,False,False,False,False,False,False,Positive,shot time inside right palm hand didnt hand surrender position thats consistent charging officer consistent witness account said surrendering
great video although wish wouldve focused more shit police doing because thats only thing keeping rioters their supporters from being complete idiots,True,True,False,False,True,False,False,False,False,False,False,False,Negative,great video although wish wouldve focused shit police thats thing keeping rioter supporter complete idiot
this going viral already viewed 100000 police,False,False,False,False,False,False,False,False,False,False,False,False,Negative,going viral already viewed police
thug going college black people always crying what about american indians dont crying them,True,False,False,False,False,True,True,False,False,False,False,False,Negative,thug going college black people always cry american indian dont cry
this gets high,False,False,False,False,False,False,False,False,False,False,False,False,Negative,get high
michael brown 13th person shot that week here others notice they almost share something common httptftppullfreethoughtllcnetdnacdncomwpcontentuploads201411murderedbypolicejpg,False,False,False,False,False,False,False,False,False,False,False,False,Positive,michael brown th person shot week others notice almost share something common
character does matter unarmed killed while hands up damn could have arrested kill him what fuck away with murder kill this stealing cigars,False,False,False,False,False,False,False,False,False,False,False,False,Negative,character matter unarmed killed hand damn could arrested kill fuck away murder kill stealing cigar
bullshit best places live america completely liberal worst places live america overwhelmingly republican that fact jack,True,True,False,False,True,False,False,False,False,False,False,False,Negative,bullshit best place live america completely liberal worst place live america overwhelmingly republican fact jack
internet trolling time high,False,False,False,False,False,False,False,False,False,False,False,False,Negative,internet trolling time high
want shoot them hardly wait till your kids gets trouble with police gets killed,True,True,False,True,False,False,False,False,False,False,False,False,Negative,want shoot hardly wait till kid get trouble police get killed
another great video thanks putting right away thinking thru usual that young turks other channels just went cliche everything without thinking which made them look like bunch hypocrites,False,False,False,False,False,False,False,False,False,False,False,False,Positive,another great video thanks putting right away thinking thru usual young turk channel went cliche everything without thinking made look like bunch hypocrite
blunt addiction tobacco that blunt keeps calling this another play race card,False,False,False,False,False,False,False,False,False,False,False,False,Positive,blunt addiction tobacco blunt keep calling another play race card
cops need given very wide latitude self defense considering threats they face they incapacitated they have very high chance being executed with their gunnoone seems care about this shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative,cop need given wide latitude self defense considering threat face incapacitated high chance executed gunnoone seems care shit
since know that never held hands anyone raises hand show against police ferguson racist scumbag watch count them there racist scumbags there,True,False,False,False,False,True,True,False,False,False,False,False,Negative,since know never held hand anyone raise hand show police ferguson racist scumbag watch count racist scumbags
drugs,False,False,False,False,False,False,False,False,False,False,False,False,Negative,drug
very interesting informative,False,False,False,False,False,False,False,False,False,False,False,False,Positive,interesting informative
hoax,False,False,False,False,False,False,False,False,False,False,False,False,Negative,hoax
also love they only show pictures brown angel tug,True,False,False,False,False,True,True,False,False,False,False,False,Negative,also love show picture brown angel tug
2300 hear what saying that policemen stated that years service officers have died their weapon shoot execution style whatever fuck does officer wilson this pound 150fthes that fast assume shouldnt take about 3040 tell brown freeze hell shoot tell,True,True,False,True,True,False,False,False,False,False,False,False,Negative,hear saying policeman stated year service officer died weapon shoot execution style whatever fuck officer wilson pound fthes fast assume shouldnt take tell brown freeze hell shoot tell
black young woman like stefan thinks need more people like this country,False,False,False,False,False,False,False,False,False,False,False,False,Positive,black young woman like stefan think need people like country
death white devil,True,False,False,False,False,True,True,False,False,False,False,False,Negative,death white devil
major difference between zimmerman case this that shooter zimmermans name withheld taken into custody news media were able document zimmermans injuries immediately this case handled horribly lack immediate transparency because even everything true from will questioned coverup also community history police abuse missing videos after alleged abuse occurred response media peaceful protesters also showed complete lack understanding about escalation unlike authorities dealing with potential zimmerman looting riots this case attacked protesters rather than station themselves near looting targets protect businesses criminals will always take opportunity distractions like storms blackout protests loot authorities know this they know great propaganda against protesters seen cause looting rather than failed protect businesses also illustrates amendment valuable business owners that depended protection looted while business owners that depended themselves their right bear arms were looted,False,False,False,False,False,False,False,False,False,False,False,False,Negative,major difference zimmerman case shooter zimmermans name withheld taken custody news medium able document zimmermans injury immediately case handled horribly lack immediate transparency even everything true questioned coverup also community history police abuse missing video alleged abuse occurred response medium peaceful protester also showed complete lack understanding escalation unlike authority dealing potential zimmerman looting riot case attacked protester rather station near looting target protect business criminal always take opportunity distraction like storm blackout protest loot authority know know great propaganda protester seen cause looting rather failed protect business also illustrates amendment valuable business owner depended protection looted business owner depended right bear arm looted
michael brown positively identified assailant store supposed robbery darren wilson aware robbery time encounter clearly your racist will unsubscribing,False,False,False,False,False,False,False,False,False,False,False,False,Positive,michael brown positively identified assailant store supposed robbery darren wilson aware robbery time encounter clearly racist unsubscribing
need search youtube actual doctored audio michaelbrown shooting caught changing evidence,False,False,False,False,False,False,False,False,False,False,False,False,Negative,need search youtube actual doctored audio michaelbrown shooting caught changing evidence
very informative really appreciate this video,False,False,False,False,False,False,False,False,False,False,False,False,Positive,informative really appreciate video
forgot your timeline that suspect also assaulted owner store threatens him,False,False,False,False,False,False,False,False,False,False,False,False,Negative,forgot timeline suspect also assaulted owner store threatens
great video levelheaded cogent fair unfortunately cognitive dissonance confirmation bias have taken hold whole discussion this breath fresh air thank you stefan,False,False,False,False,False,False,False,False,False,False,False,False,Positive,great video levelheaded cogent fair unfortunately cognitive dissonance confirmation bias taken hold whole discussion breath fresh air thank stefan
couple things missed both sides argument firstly yes dead very very dead crime sceneof course they didnt cover body secondly officer seems have called incident based multiple sources very odd addition make excuses strong armed robberybut dont understand have money weed need cigars regardless doesnt excuse getting shot down street even ignore eyewitness accounts assume they lying shots blatantly excessive lastly admit yourself rapping against law most what mentioned that they rapped about isnt against law only things that come close smoking marijuana which course legal some states getting fights which teenagers will always will,False,False,False,False,False,False,False,False,False,False,False,False,Negative,couple thing missed side argument firstly yes dead dead crime sceneof course didnt cover body secondly officer seems called incident based multiple source odd addition make excuse strong armed robberybut dont understand money weed need cigar regardless doesnt excuse getting shot street even ignore eyewitness account assume lying shot blatantly excessive lastly admit rapping law mentioned rapped isnt law thing come close smoking marijuana course legal state getting fight teenager always
part that hard believe that officer after being shot only drug know that would illicit that type behavior pcp,False,False,False,False,False,False,False,False,False,False,False,False,Negative,part hard believe officer shot drug know would illicit type behavior pcp
crazy everyone likes video before actually watching this video been mins video mins long,False,False,False,False,False,False,False,False,False,False,False,False,Positive,crazy everyone like video actually watching video min video min long
update apologize this fair report,False,False,False,False,False,False,False,False,False,False,False,False,Positive,update apologize fair report
honestly believe that mike brown actually trying take cops while sitting car would stupid think that would charge someone pointing them some beast high high could mike store everything else easilyepic fail sir make officer take toxicology test officer obviously scared going weapon being intimidated mikes size officer didnt know that mike stolen anything told dispatcher that knew nothing shooting area your facts straight please,True,True,False,False,False,False,False,False,False,False,False,False,Negative,honestly believe mike brown actually trying take cop sitting car would stupid think would charge someone pointing beast high high could mike store everything else easilyepic fail sir make officer take toxicology test officer obviously scared going weapon intimidated mike size officer didnt know mike stolen anything told dispatcher knew nothing shooting area fact straight please
dont care about mike brown other bullshit its clearly understood that this youtube racist very dumb points hold little water hes full hate lies100,True,True,False,False,False,False,False,False,False,False,False,False,Negative,dont care mike brown bullshit clearly understood youtube racist dumb point hold little water he full hate lie
police away from body officer realy good shot after being assaultedthis wake believe this deluded starts pointing media portrayed gentle giant then goes similar tactic discredit refs making music making this would leave town ever,False,False,False,False,False,False,False,False,False,False,False,False,Positive,police away body officer realy good shot assaultedthis wake believe deluded start pointing medium portrayed gentle giant go similar tactic discredit ref making music making would leave town ever
focus should what happened when officer confronted brown that lead death nothing else matters focus that,False,False,False,False,False,False,False,False,False,False,False,False,Negative,focus happened officer confronted brown lead death nothing else matter focus
dear grindahz aka called kettle black spelling list week whether weather there their theyre weigh ferguson stupid hypocrite stay tuned grammar lesson punctuation lesson,False,False,False,False,False,False,False,False,False,False,False,False,Negative,dear grindahz aka called kettle black spelling list week whether weather theyre weigh ferguson stupid hypocrite stay tuned grammar lesson punctuation lesson
there thug named brown rushed with frown bullets later creator then homies burn down town,True,True,False,True,False,True,True,False,False,False,False,False,Negative,thug named brown rushed frown bullet later creator homies burn town
lmao when reads dudes raps best part,False,False,False,False,False,False,False,False,False,False,False,False,Positive,lmao read dude rap best part
stefi agree facts this case grey however have realize that cops getting caught acts unjustified violence daily bases now getting caught video writing narrative brutality thuggery public will tolerate longer police brutality recording police dangerous necessary,False,False,False,False,False,False,False,False,False,False,False,False,Negative,stefi agree fact case grey however realize cop getting caught act unjustified violence daily base getting caught video writing narrative brutality thuggery public tolerate longer police brutality recording police dangerous necessary
watched your zimmerman case video full shit smell hate seeping you bringing music what listens soundcloud nothing more make charcter look foolish dangerous possible ever wants respond this fuck wellyou through much effort destroy mike browns character bringing smoking habits which have nothing with shot your tone perfectly chosen words really makes brown look like unstable look much detail went trhu slay browns character,True,True,False,False,True,False,False,False,False,False,False,False,Negative,watched zimmerman case video full shit smell hate seeping bringing music listens soundcloud nothing make charcter look foolish dangerous possible ever want respond fuck wellyou much effort destroy mike brown character bringing smoking habit nothing shot tone perfectly chosen word really make brown look like unstable look much detail went trhu slay brown character
rememberthe lootingstealing blacks purely only gain free goodsall name mike brownyea rightits excuse stealpure simplea good concise introspective steffansome folks live grievancethis follows perfectly after white guilt segmentkeep rollin,True,False,False,False,False,True,True,False,False,False,False,False,Negative,rememberthe lootingstealing black purely gain free goodsall name mike brownyea rightits excuse stealpure simplea good concise introspective steffansome folk live grievancethis follows perfectly white guilt segmentkeep rollin
pants dont loot,False,False,False,False,False,False,False,False,False,False,False,False,Negative,pant dont loot
call yourself researcher that plan examine facts mention bullshit rumours trayvon martin iced skittles those were facts speculation victim blaming what actually doing stop trying pretend examining facts,True,True,False,True,False,False,False,False,False,False,False,False,Negative,call researcher plan examine fact mention bullshit rumour trayvon martin iced skittle fact speculation victim blaming actually stop trying pretend examining fact
bottom line michael brown drug addict criminal violent criminal should anyone feel killed unless youre criminal yourself,True,True,False,False,False,False,False,False,False,False,False,False,Negative,bottom line michael brown drug addict criminal violent criminal anyone feel killed unless youre criminal
just want know shot back front that will pretty much tell story shot back none rest matters,False,False,False,False,False,False,False,False,False,False,False,False,Positive,want know shot back front pretty much tell story shot back none rest matter
hahahahaha molyneux reciting lyrics intense,False,False,False,False,False,False,False,False,False,False,False,False,Positive,hahahahaha molyneux reciting lyric intense
deadly force very fine line either side brutal there theres winning,False,False,False,False,False,False,False,False,False,False,False,False,Positive,deadly force fine line either side brutal there winning
michael brown after much research opinion that dangerous enough that store without weapon dangerous criminal anything gentle giant proof shows brown attacked wilson peace officer from beginning this race issue government through media created race issue this more attack constitutional rights than anything,False,False,False,False,False,False,False,False,False,False,False,False,Positive,michael brown much research opinion dangerous enough store without weapon dangerous criminal anything gentle giant proof show brown attacked wilson peace officer beginning race issue government medium created race issue attack constitutional right anything
here thinking getting bunch facts lean made with skittles iced tea wilson know about robbery this video bunch poppy cock thank wasting time,True,True,False,True,False,False,False,False,False,False,False,False,Negative,thinking getting bunch fact lean made skittle iced tea wilson know robbery video bunch poppy cock thank wasting time
take your against medical cannabis just because liked couple face book fighting pages doesnt mean necessarily aggressive,False,False,False,False,False,False,False,False,False,False,False,False,Positive,take medical cannabis liked couple face book fighting page doesnt mean necessarily aggressive
lol trayvons online name nolimitnigga again people that piece human trash like that shot,True,True,False,True,False,True,True,False,False,False,False,False,Negative,lol trayvons online name nolimitnigga people piece human trash like shot
brown armedtwo very muscular arms,False,False,False,False,False,False,False,False,False,False,False,False,Negative,brown armedtwo muscular arm
time reported that brown approached officer officer that engaged young men brown away from officer reported have fired while flight inconsistent that would have turned confront already with bullet might like black folks should listen spin this video have given weight witness reports this video discredit dead young man,False,False,False,False,False,False,False,False,False,False,False,False,Negative,time reported brown approached officer officer engaged young men brown away officer reported fired flight inconsistent would turned confront already bullet might like black folk listen spin video given weight witness report video discredit dead young man
