Text,Toxic,Abusive,Threat,Provocative,Obscene,Hatespeech,Racist,Nationalist,Sexist,Homophobic,ReligiousHate,Radicalism,Sentiment
majority people ferguson african american than their elected officials african american mayor city council police chief elected officials people community stepping fill those roles,False,False,False,False,False,False,False,False,False,False,False,False,Negative
least favorite test tube video far,False,False,False,False,False,False,False,False,False,False,False,False,Negative
heard billionaire funded these organised riots what fucken suck joke,True,True,False,False,True,False,False,False,False,False,False,False,Negative
please slow down cant tell they sped scully talking really quickly great video with great information just little fast,False,False,False,False,False,False,False,False,False,False,False,False,Positive
while dont agree with police action kill that does mean protest looting destroying your neighbourhood that stupid because makes people dont want support your struggle,False,False,False,False,False,False,False,False,False,False,False,False,Negative
fucking savages protest sumthing real like your government robbing sendin your kids elegal war laughing stock america congrats,True,True,False,False,False,False,False,False,False,False,False,False,Negative
just came here read racist comments,False,False,False,False,False,False,False,False,False,False,False,False,Negative
sure some people protesting actually protesting what they believe then have those people that taking advantage situation just cause much chaos damage hurting community,False,False,False,False,False,False,False,False,False,False,False,False,Negative
need come togather,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dont call peacefully protest when burn down,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this section ladies gentlemen will black people misbehaving wonder what would happen everyone rioted when court decisions their way,True,False,False,False,False,True,True,False,False,False,False,False,Negative
dirtbags them including,True,True,False,False,False,False,False,False,False,False,False,False,Negative
were protesters throwing stuff reporters,False,False,False,False,False,False,False,False,False,False,False,False,Negative
034 just hard on,False,False,False,False,False,False,False,False,False,False,False,False,Negative
watched kept muttering shoot shoot pull trigger rubber bullets hurt like mfer,True,True,False,True,False,False,False,False,False,False,False,False,Negative
send them france,False,False,False,False,False,False,False,False,False,False,False,False,Negative
fact they have live ammo those guns they rubber slugs,False,False,False,False,False,False,False,False,False,False,False,False,Negative
fucking brain dead have nazi police scum bags just take,True,True,False,True,False,False,False,False,False,False,False,False,Negative
dis furgusun unitid stateth murka retard starts violent protest then tries pawn police state when cops arrive,True,True,False,True,False,False,False,False,False,False,False,False,Negative
bless police,False,False,False,False,False,False,False,False,False,False,False,False,Positive
land free baby hahahaha people living usa should thankful everyday this worse country earth,True,False,False,False,False,True,True,True,False,False,False,False,Negative
this virginia,False,False,False,False,False,False,False,False,False,False,False,False,Negative
need your shit straight they never there weapons pointed this they were ready position riot very under understandable course action knows anything,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dumber people earth then americans,True,False,False,False,False,True,True,True,False,False,False,False,Negative
screw price crap that thinks hes cool disrespect american flag,True,True,False,False,False,False,False,False,False,False,False,False,Negative
shoot first questions later hahahahahaha,True,True,False,True,False,False,False,False,False,False,False,False,Negative
what police that army,False,False,False,False,False,False,False,False,False,False,False,False,Negative
should have shot,True,True,False,True,False,False,False,False,False,False,False,False,Negative
true dictatorship lets wait check which coutries will start sanctioning government guess none countries because corrupted countries world except russia china,True,True,False,True,False,False,False,False,False,False,False,False,Negative
this point where think points should just know told that something provoked that,False,False,False,False,False,False,False,False,False,False,False,False,Negative
techno party,False,False,False,False,False,False,False,False,False,False,False,False,Positive
awesome from enforcement send disrupt tear down islamic extremist radicals america thanks,True,False,False,False,False,True,False,False,False,False,True,False,Negative
those weapons were discharged,True,True,False,True,False,False,False,False,False,False,False,False,Negative
once obama show face these cities yet they supported himsad,False,False,False,False,False,False,False,False,False,False,False,False,Positive
wait rioting again people standing boredly sidewalk guys with guns middle traffic,False,False,False,False,False,False,False,False,False,False,False,False,Negative
police cleaned that mess quick nice,True,True,False,True,False,False,False,False,False,False,False,False,Negative
find this satisfying some reason,True,True,False,True,False,False,False,False,False,False,False,False,Negative
confederation back,False,False,False,False,False,False,False,False,False,False,False,False,Negative
those guns rubber bullets stupid russian news channel,True,True,False,False,False,False,False,False,False,False,False,False,Negative
perfect police,False,False,False,False,False,False,False,False,False,False,False,False,Positive
protesters suck,True,True,False,False,True,False,False,False,False,False,False,False,Negative
rocket launcher will take care that lightly armored vehicle,True,True,False,True,False,False,False,False,False,False,False,False,Negative
that these were riot shotguns loaded with live rounds,True,True,False,True,False,False,False,False,False,False,False,False,Negative
time test police guns fire fire,True,True,False,True,False,False,False,False,False,False,False,False,Negative
ak47 shoot copa,True,True,True,False,False,False,False,False,False,False,False,False,Negative
beautiful,True,True,False,True,False,False,False,False,False,False,False,False,Negative
kill protesters,True,True,True,False,False,False,False,False,False,False,False,False,Negative
think that guys doing profiting these standoffs caring about side other,False,False,False,False,False,False,False,False,False,False,False,False,Positive
blue lives lets matter send those commies streets,True,False,False,False,False,True,True,False,False,False,False,False,Negative
with cops those protesters steal destroy things they arent solving shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative
here they impose gunlaws fact even machine gun people could anything against police they have cars body protection like tanks just wanted say,False,False,False,False,False,False,False,False,False,False,False,False,Negative
shit serving media concocts story white kills innocent black teenager which bullshit black community arms they burn shit downmore stories these useless talking heads front camera with least once week black white crime reported newsno national attention federal involvementwtf black need stand fathers stop looking excuses fuck yall yall,True,True,False,False,True,True,True,False,False,False,False,False,Negative
what does this video have with what actually happen simply trying smear this young mans image what wanted rapper what stole some cigars nothing have side this video deserves death sentence also that they have released video officer wilson showing that injuries shows that officer wilson being truthful about incident perhaps need wait until details before post bias video youre going post video make sure that accurate mention that more than just friend criminal stated that brown giving both black white witnesses nothing with incident stated that hands surrendering when wilson shot him,False,False,False,False,False,False,False,False,False,False,False,False,Positive
funny thing government trusted judge itself fucking disgusting,True,True,False,True,False,False,False,False,False,False,False,False,Negative
what relevance marijuana here autopsy shows entry wounds spread over body close range spread would tight most hitting same region most likely chest area from long range spread would dispersed report wounds underside arms only exposed arms raised gesture peace hands empty away from body pose this plus there were powder burns body away,False,False,False,False,False,False,False,False,False,False,False,False,Positive
know crazy actually came across your video about bitcoin while trying learn more about knew looked familiar took time look some mike browns personal profiles myself specifically soundcloud while think guilty representing himself wrong light maybe stealing still didnt deserve die fact that white people like yourself continued insinuate ridiculous shows your clear lack empathy sympathy seems more like animals think are especially offensive looking back these videos years later when hiphop our black culture biggest thing media still dont understand perspectives trayvon martin making lean your other videos shows ignorant truly well sprite fanta carbonated drink used when making leannot tea,True,False,False,False,False,True,True,False,False,False,False,False,Negative
stefan like standup darren wilson though your side events lose their integrity when give clean chit considering incompetent ferguson police turning,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this typical mindset white people white people most deserved you people like sean hannity feuling fires prejudice racism dont these people influence you they want race they start marshall law,True,False,False,False,False,True,True,False,False,False,False,False,Negative
perform basic snatch grab robbery local convenience store which turns into strong robbery immigrant midget store clerk less than minutes later yahoo told fuck middle road proceeded until recognized fitting description assailant which just came over radio talk about mutherfuckin karma stealing shit does warrant deadly force karmas bitch fuck ability control direct its measures decree aint mutherfucker puts pants time thats sure,True,True,False,False,True,False,False,False,False,False,False,False,Negative
its that have watch youtube video biased report about whats going ferguson thank you,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this dude sure seems know good about smoking weeds hmmm according this clown because this black somewhat gang side which factual based photos that justified murder unarmed human being mfer,True,True,False,False,True,False,False,False,False,False,False,False,Negative
what injuries treated for,False,False,False,False,False,False,False,False,False,False,False,False,Negative
wonder crater thug brown made street when final shot melon what sew when truth facts dont then they shit their kitchens before they right directions toilet,True,True,False,False,True,True,True,False,False,False,False,False,Negative
stefan rep rivers,False,False,False,False,False,False,False,False,False,False,False,False,Negative
more your corrupt police will harmed now they safe from will defend self fighting back shooting them dead your wills ready cause catalyst facts citytowngovernmentusa catalyst this been boiling over many years have generation that will bring equalizer your door step also have purge will feel effect,True,True,True,True,False,False,False,False,False,False,False,False,Negative
shocking truths come light,False,False,False,False,False,False,False,False,False,False,False,False,Positive
clearly racists shrill canadian vegatable plant that lives ivory snow truly knows nothing about negro race,True,True,False,False,False,False,False,False,False,False,False,False,Negative
guys have love this spends minutes telus roll blunt,False,False,False,False,False,False,False,False,False,False,False,False,Positive
wheres taser when need it,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stefan molyneux sir dumbest smart ever researcher research enitre history blackman america will understand things they are detachted from reality comical,True,True,False,False,False,False,False,False,False,False,False,False,Negative
yeah course goes college then when money comes from majority negros drop half through semester,False,False,False,False,False,False,False,False,False,False,False,False,Positive
white folks always asked would something that could ruin career answer this because they know they away with they know their chief their fellow cops will cover them they know white folks assholes like will make excuses them slim none chance their trial your kind will always acquit,False,False,False,False,False,False,False,False,False,False,False,False,Negative
blacks want respect then speak act dress like huxtable family want treated with prejudice then speak dress like known gangsters steal things like street,True,False,False,False,False,True,True,False,False,False,False,False,Negative
leaving information when giving police report because they didnt that info is lying omission thats its outright lyingbecause omitted information these some stupid lawyers,True,True,False,False,False,False,False,False,False,False,False,False,Negative
micheal brown asked think shot because black then your racist,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dipshits dont care hes feet tall pounds call backup pepper spray your baton your taser wait backup your does saying monkey with blindfolds its hands tied behind its back anyways preliminary autopsy showed that shot times less lethal areas before executed with gunshot wounds head,True,True,False,False,False,False,False,False,False,False,False,False,Negative
deserved killed because smoke weedlike fightingthrow gang signs allegedly stole cigars,False,False,False,False,False,False,False,False,False,False,False,False,Negative
great points thank trying calmly dissect this praying truth comes that handle truth,False,False,False,False,False,False,False,False,False,False,False,False,Positive
cell phone video being shown anymore sorry message saying private,False,False,False,False,False,False,False,False,False,False,False,False,Negative
published this truth still uncovered know what likelyyou cant assume know entire story before been investigated feds going investigate going back years just this case think were going know more time goes assuming know answers before been looked under microscope misleading people,False,False,False,False,False,False,False,False,False,False,False,False,Negative
guess youve never done anything wrong your life according your analysis police right shoot time make sure dead already dead very proud this officer this tells everything about you hope have children,False,False,False,False,False,False,False,False,False,False,False,False,Negative
looks like media comes with these bogus clams cause division side things question isnt some much dont people truth what government planing media fueling them,False,False,False,False,False,False,False,False,False,False,False,False,Positive
stephan been watching quite while this first post truth about henry kissinger would very interested hearing your opinion this,False,False,False,False,False,False,False,False,False,False,False,False,Positive
here intellectual mature approach this case black myself many older black prison dead stuck matrix truthers struggling because there older guide these younger males they often encounter police without understanding deal with cop many their role models come from rappers only advocate violence against police they deers caught headlights potential life death encounter racism not many black people ranting about hate crime clearly assaulted store clerk which indicates propensity violence against wilson stop pointing finger address problems black teens have with their lack male role models 3with that being said black people need address alternatives dealing with suspectsvictims with nonlethal weaponry deal with these encounters race start focus solutions possible violent encounter with alternatives then progress with police cant protest burn down your communities retalitation against police this only supports theory that brown product violent environment because burning down businesses going solve problem with police department this counterproductive 5it hoax,False,False,False,False,False,False,False,False,False,False,False,False,Negative
its freaking 2014 some people still racist police still awful,True,True,False,False,False,False,False,False,False,False,False,False,Negative
shot times inside right once palm hand didnt have hands surrender position thats consistent with charging officer consistent with witness accounts said surrendering,False,False,False,False,False,False,False,False,False,False,False,False,Positive
great video although wish wouldve focused more shit police doing because thats only thing keeping rioters their supporters from being complete idiots,True,True,False,False,True,False,False,False,False,False,False,False,Negative
this going viral already viewed 100000 police,False,False,False,False,False,False,False,False,False,False,False,False,Negative
thug going college black people always crying what about american indians dont crying them,True,False,False,False,False,True,True,False,False,False,False,False,Negative
this gets high,False,False,False,False,False,False,False,False,False,False,False,False,Negative
michael brown 13th person shot that week here others notice they almost share something common httptftppullfreethoughtllcnetdnacdncomwpcontentuploads201411murderedbypolicejpg,False,False,False,False,False,False,False,False,False,False,False,False,Positive
character does matter unarmed killed while hands up damn could have arrested kill him what fuck away with murder kill this stealing cigars,False,False,False,False,False,False,False,False,False,False,False,False,Negative
bullshit best places live america completely liberal worst places live america overwhelmingly republican that fact jack,True,True,False,False,True,False,False,False,False,False,False,False,Negative
internet trolling time high,False,False,False,False,False,False,False,False,False,False,False,False,Negative
want shoot them hardly wait till your kids gets trouble with police gets killed,True,True,False,True,False,False,False,False,False,False,False,False,Negative
another great video thanks putting right away thinking thru usual that young turks other channels just went cliche everything without thinking which made them look like bunch hypocrites,False,False,False,False,False,False,False,False,False,False,False,False,Positive
blunt addiction tobacco that blunt keeps calling this another play race card,False,False,False,False,False,False,False,False,False,False,False,False,Positive
cops need given very wide latitude self defense considering threats they face they incapacitated they have very high chance being executed with their gunnoone seems care about this shit,True,True,False,False,True,False,False,False,False,False,False,False,Negative
since know that never held hands anyone raises hand show against police ferguson racist scumbag watch count them there racist scumbags there,True,False,False,False,False,True,True,False,False,False,False,False,Negative
drugs,False,False,False,False,False,False,False,False,False,False,False,False,Negative
very interesting informative,False,False,False,False,False,False,False,False,False,False,False,False,Positive
hoax,False,False,False,False,False,False,False,False,False,False,False,False,Negative
also love they only show pictures brown angel tug,True,False,False,False,False,True,True,False,False,False,False,False,Negative
2300 hear what saying that policemen stated that years service officers have died their weapon shoot execution style whatever fuck does officer wilson this pound 150fthes that fast assume shouldnt take about 3040 tell brown freeze hell shoot tell,True,True,False,True,True,False,False,False,False,False,False,False,Negative
black young woman like stefan thinks need more people like this country,False,False,False,False,False,False,False,False,False,False,False,False,Positive
death white devil,True,False,False,False,False,True,True,False,False,False,False,False,Negative
major difference between zimmerman case this that shooter zimmermans name withheld taken into custody news media were able document zimmermans injuries immediately this case handled horribly lack immediate transparency because even everything true from will questioned coverup also community history police abuse missing videos after alleged abuse occurred response media peaceful protesters also showed complete lack understanding about escalation unlike authorities dealing with potential zimmerman looting riots this case attacked protesters rather than station themselves near looting targets protect businesses criminals will always take opportunity distractions like storms blackout protests loot authorities know this they know great propaganda against protesters seen cause looting rather than failed protect businesses also illustrates amendment valuable business owners that depended protection looted while business owners that depended themselves their right bear arms were looted,False,False,False,False,False,False,False,False,False,False,False,False,Negative
michael brown positively identified assailant store supposed robbery darren wilson aware robbery time encounter clearly your racist will unsubscribing,False,False,False,False,False,False,False,False,False,False,False,False,Positive
need search youtube actual doctored audio michaelbrown shooting caught changing evidence,False,False,False,False,False,False,False,False,False,False,False,False,Negative
very informative really appreciate this video,False,False,False,False,False,False,False,False,False,False,False,False,Positive
forgot your timeline that suspect also assaulted owner store threatens him,False,False,False,False,False,False,False,False,False,False,False,False,Negative
great video levelheaded cogent fair unfortunately cognitive dissonance confirmation bias have taken hold whole discussion this breath fresh air thank you stefan,False,False,False,False,False,False,False,False,False,False,False,False,Positive
couple things missed both sides argument firstly yes dead very very dead crime sceneof course they didnt cover body secondly officer seems have called incident based multiple sources very odd addition make excuses strong armed robberybut dont understand have money weed need cigars regardless doesnt excuse getting shot down street even ignore eyewitness accounts assume they lying shots blatantly excessive lastly admit yourself rapping against law most what mentioned that they rapped about isnt against law only things that come close smoking marijuana which course legal some states getting fights which teenagers will always will,False,False,False,False,False,False,False,False,False,False,False,False,Negative
part that hard believe that officer after being shot only drug know that would illicit that type behavior pcp,False,False,False,False,False,False,False,False,False,False,False,False,Negative
crazy everyone likes video before actually watching this video been mins video mins long,False,False,False,False,False,False,False,False,False,False,False,False,Positive
update apologize this fair report,False,False,False,False,False,False,False,False,False,False,False,False,Positive
honestly believe that mike brown actually trying take cops while sitting car would stupid think that would charge someone pointing them some beast high high could mike store everything else easilyepic fail sir make officer take toxicology test officer obviously scared going weapon being intimidated mikes size officer didnt know that mike stolen anything told dispatcher that knew nothing shooting area your facts straight please,True,True,False,False,False,False,False,False,False,False,False,False,Negative
dont care about mike brown other bullshit its clearly understood that this youtube racist very dumb points hold little water hes full hate lies100,True,True,False,False,False,False,False,False,False,False,False,False,Negative
police away from body officer realy good shot after being assaultedthis wake believe this deluded starts pointing media portrayed gentle giant then goes similar tactic discredit refs making music making this would leave town ever,False,False,False,False,False,False,False,False,False,False,False,False,Positive
focus should what happened when officer confronted brown that lead death nothing else matters focus that,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dear grindahz aka called kettle black spelling list week whether weather there their theyre weigh ferguson stupid hypocrite stay tuned grammar lesson punctuation lesson,False,False,False,False,False,False,False,False,False,False,False,False,Negative
there thug named brown rushed with frown bullets later creator then homies burn down town,True,True,False,True,False,True,True,False,False,False,False,False,Negative
lmao when reads dudes raps best part,False,False,False,False,False,False,False,False,False,False,False,False,Positive
stefi agree facts this case grey however have realize that cops getting caught acts unjustified violence daily bases now getting caught video writing narrative brutality thuggery public will tolerate longer police brutality recording police dangerous necessary,False,False,False,False,False,False,False,False,False,False,False,False,Negative
watched your zimmerman case video full shit smell hate seeping you bringing music what listens soundcloud nothing more make charcter look foolish dangerous possible ever wants respond this fuck wellyou through much effort destroy mike browns character bringing smoking habits which have nothing with shot your tone perfectly chosen words really makes brown look like unstable look much detail went trhu slay browns character,True,True,False,False,True,False,False,False,False,False,False,False,Negative
rememberthe lootingstealing blacks purely only gain free goodsall name mike brownyea rightits excuse stealpure simplea good concise introspective steffansome folks live grievancethis follows perfectly after white guilt segmentkeep rollin,True,False,False,False,False,True,True,False,False,False,False,False,Negative
pants dont loot,False,False,False,False,False,False,False,False,False,False,False,False,Negative
call yourself researcher that plan examine facts mention bullshit rumours trayvon martin iced skittles those were facts speculation victim blaming what actually doing stop trying pretend examining facts,True,True,False,True,False,False,False,False,False,False,False,False,Negative
bottom line michael brown drug addict criminal violent criminal should anyone feel killed unless youre criminal yourself,True,True,False,False,False,False,False,False,False,False,False,False,Negative
just want know shot back front that will pretty much tell story shot back none rest matters,False,False,False,False,False,False,False,False,False,False,False,False,Positive
hahahahaha molyneux reciting lyrics intense,False,False,False,False,False,False,False,False,False,False,False,False,Positive
deadly force very fine line either side brutal there theres winning,False,False,False,False,False,False,False,False,False,False,False,False,Positive
michael brown after much research opinion that dangerous enough that store without weapon dangerous criminal anything gentle giant proof shows brown attacked wilson peace officer from beginning this race issue government through media created race issue this more attack constitutional rights than anything,False,False,False,False,False,False,False,False,False,False,False,False,Positive
here thinking getting bunch facts lean made with skittles iced tea wilson know about robbery this video bunch poppy cock thank wasting time,True,True,False,True,False,False,False,False,False,False,False,False,Negative
take your against medical cannabis just because liked couple face book fighting pages doesnt mean necessarily aggressive,False,False,False,False,False,False,False,False,False,False,False,False,Positive
lol trayvons online name nolimitnigga again people that piece human trash like that shot,True,True,False,True,False,True,True,False,False,False,False,False,Negative
brown armedtwo very muscular arms,False,False,False,False,False,False,False,False,False,False,False,False,Negative
time reported that brown approached officer officer that engaged young men brown away from officer reported have fired while flight inconsistent that would have turned confront already with bullet might like black folks should listen spin this video have given weight witness reports this video discredit dead young man,False,False,False,False,False,False,False,False,False,False,False,False,Negative
nicely done,False,False,False,False,False,False,False,False,False,False,False,False,Positive
stefan molyneux wilson just drive off there multifple stories therefore both deserve fair trial wilson enforcer should firm about what happened what did would good wilson speaks truly respect officer hed talk public seems hes hiding,False,False,False,False,False,False,False,False,False,False,False,False,Positive
people saying justified heres video with more witnesses saying brown hands httpwwwcnncom20140910usfergusonmichaelbrownshootingwitnesses,False,False,False,False,False,False,False,False,False,False,False,False,Positive
problem with this case isnt much shooting michael brown militarized police response against primarily peaceful protesters police suppression media coverage,False,False,False,False,False,False,False,False,False,False,False,False,Negative
fuck that store clerk dare job,True,True,False,True,True,False,False,False,False,False,False,False,Negative
this info being about mike brownwhy nobody bringing fact darrin wilson tested positive illegalmood alteringnon prescription steroids post shooting toxicology test also wonder this info given grand jury doubtful,False,False,False,False,False,False,False,False,False,False,False,False,Positive
great vid,False,False,False,False,False,False,False,False,False,False,False,False,Positive
only real question that needs asked this why would mike brown rush already drawn weapon already shot him answer will show your true colors think that black male would disregard life kill escalate punishment from probation for petty theft death penalty for killing cop utterly absurd truly believe that someone going start college next week would that then sorry racist,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this 18yearold just another useless negro could barely pass innercity high school glad shot dead street like dog,True,False,False,False,False,True,True,False,False,False,False,False,Negative
very moving very thought out,False,False,False,False,False,False,False,False,False,False,False,False,Negative
police concentrate investigation with these people they called that misbehaving hope this investigation gets cancelled until they behave they police work everyone says this committed suicide attacking police first place more clear this just dont disrespect police that way,True,True,False,True,False,False,False,False,False,False,False,False,Negative
1225 lmfao,False,False,False,False,False,False,False,False,False,False,False,False,Positive
youre man stefan,False,False,False,False,False,False,False,False,False,False,False,False,Negative
100 agree people arms they need find more information before rioting thinking that getting high doing drugs then robbing store carelessly then walking middle street screaming attacking reaching unarmed not mention size either then people very gullible find funny races racist each other blacks racist whites every single time someone racist black person then everyone throws their hands gets pissed white people racist person dont want here while everyone believes that white people only racist people just because what happened past makes sick think have grow this generation,False,False,False,False,False,False,False,False,False,False,False,False,Negative
this true police originally said robbery nothing with stop claiming noticed cigars,False,False,False,False,False,False,False,False,False,False,False,False,Positive
thank another sobering analysis stefan amount bias deception from left mainstream media been insane,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stefan molyneux please explain inquiry about handling subsequent unrest circular language games pretty simple straightforward question that seem avoiding very unnecessarily hostile manner what justification heavyhanded militaristic response looting would officials handling situation there decide initially block access area media have family member that lives that area attest unprofessionalism hostility from enforcement that handling early incorrect this info please direct toward some facts regarding this still understand went straight attacking have respect your logicwhen youre willing share thank advance hopefully wont continue insult whatever reason chose,False,False,False,False,False,False,False,False,False,False,False,False,Positive
this about race much this news article that national media attention just last week httpwwwwndcom201408blackcopkillswhitemanmediahiderace,False,False,False,False,False,False,False,False,False,False,False,False,Negative
doesnt look like gentle giant video robbing stealing looks like just another disgusting thieving thug,True,True,False,False,False,True,True,False,False,False,False,False,Negative
stefan that hysterical anyway good news guess know that whatshisname douche deserved die premptive strike made officer darren wilson huzzah another trash taken streets probably should cure disease rather than treat symptoms though disease being ignorance selfentitlement some communities lower class getting poverty isnt easy your starting point isnt easy still feasible with right amount drive,True,True,False,True,False,False,False,False,False,False,False,False,Negative
god look this footage shocking ferguson riots watch what this god hd,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stefan molyneux hate blacks much actually surprised its bloody british you people conquered when absolutely nothing you more freedom gain decades more hate werent pale would wonder your mother black woman,True,False,False,False,False,True,True,True,False,False,False,False,Negative
your educated dumb assss real people like dispise,True,True,False,False,False,False,False,False,False,False,False,False,Negative
seriously youtube fuck yourself find comment android phone want reply course cant scroll copy paste while posting comment android device because its only fucking almost 2015 technology just isnt able handle such mountainous task computer looking goddamned comment course comment system youtube just beyond fucked that searching comment completely impossible hour later still cant find fucking thing have search string read more then click every single stupid fucking comment expand them all before then search piece comment that want find from phrase remember thats after having click every fucking view comments expand those then some miracle christ alfuckingmighty actually found piece shit comment some moron wouldnt even matter replied because hes thickskulled inbred troglodytic fucknut anyway itd automatically scroll down pages comments right after clicked reply couldnt copy paste quote etc without having scroll down hour because forfuckingbid reply right underneath actual comment replying,True,True,False,True,True,False,False,False,False,False,False,False,Negative
stefan excellentyou obviously have better understanding events surrounding this unfortunate event than presidenti call unfortunate because officer wilson life been destroyed doing job fear that police will hesitate when finding themselves this rapidly growing situation thank your indepth honest dissertation kelver seek help back school drugs,True,True,False,False,False,False,False,False,False,False,False,False,Negative
your gentle giant seems have robbed store later assaulted armed police officer much school look were hoping for thug life comes with high price,True,False,False,False,False,True,True,False,False,False,False,False,Negative
bullshit stef police officers have pepper spray stun guns number nonlethal methods their immediate disposal real question should these versions events hold true first option officer went for,True,True,False,False,False,False,False,False,False,False,False,False,Negative
better society greater good that michael brown went rails now before ushered through college life athletic scholarship became brown killer like ohsimpson became olj found civilly liable yknow,True,False,False,False,False,True,True,False,False,False,False,False,Negative
this video would more interesting stefan were taking clothes off sexy after this case really that hard understand would good record years service shoot teenager with hands witness friend lied which started protests snowball effect then ensued have watch video store shows brown aggressive hard believe from that evidence that made huge error judgement fighting police officer not,False,False,False,False,False,False,False,False,False,False,False,False,Positive
awnser 2415 question,False,False,False,False,False,False,False,False,False,False,False,False,Negative
these people talking about this stupid subject dont care your blue purple cousin killed drunk african driver left there die were that only local news rioting outside sorry michaels family truly everyone looses someone when people violent about then what people post think about those people,False,False,False,False,False,False,False,False,False,False,False,False,Negative
dude commits felonies including assaulting police officer before shot killed serious this race riot distract from fact that doing job case closed justice served street that day,False,False,False,False,False,False,False,False,False,False,False,False,Negative
only difference color your skin people still that,False,False,False,False,False,False,False,False,False,False,False,False,Negative
gentle gentl giant,False,False,False,False,False,False,False,False,False,False,False,False,Positive
httpwww youtube comwatchv6yfbbt6dvhg research didnt come across information white construction workers witnessed mike brown shot with hands,False,False,False,False,False,False,False,False,False,False,False,False,Negative
stefan ever victim police discrimination game white supremacy deny involvement play victim when blacks complainit never fails watch comments,True,False,False,False,False,True,True,False,False,False,False,False,Negative
well here young white killed nonwhite some black cop media outcry almost media anything search this httpwwwsltribcomsltribnews5831325578taylorpoliceofficerburbankhtmlcsp,False,False,False,False,False,False,False,False,False,False,False,False,Negative
facts prove thug,True,True,False,False,False,False,False,False,False,False,False,False,Negative
michael brown asian name would dindu nuffin wong,True,False,False,False,False,True,True,False,False,False,False,False,Negative
gangzta lyreks,False,False,False,False,False,False,False,False,False,False,False,False,Negative
good balanced unbiased videothis story sad,False,False,False,False,False,False,False,False,False,False,False,False,Negative
hey last week kansas city black snuck into retirement housing broke into house beating year couple death then went outside attempted wire antique car three neighbors came their townhouses howell afro american took gauge shot executed them blowing their heads off only armned known felon gotten previous murder charge because they could find young girls bodynow that ok because they were white peoplecaucasianswhere sharpeton jesse jackson now,True,True,False,True,False,False,False,False,False,False,False,False,Negative
thank stefan,False,False,False,False,False,False,False,False,False,False,False,False,Positive
have told some people facebook hold judgment till facts just like waiting seeing facts part wants believe brown gentle giant there evidence not,False,False,False,False,False,False,False,False,False,False,False,False,Positive
might well next round riots over when police officer cleared wrong doing,False,False,False,False,False,False,False,False,False,False,False,False,Negative
longer allegedly michael brown video confirmed family,False,False,False,False,False,False,False,False,False,False,False,False,Negative
well know truth today still hear hands dont shoot bullshit see beyonce yet still this moniker being used reason lie shoot cops outright assassinate them,True,True,False,True,False,False,False,False,False,False,False,False,Negative
love section,False,False,False,False,False,False,False,False,False,False,False,False,Positive
just everyone knows more white people from cops than blacks even though blacks arrested more than double rate whites less than arrest shootings less than people killed police black courtesy statistics maybe should worry about blacks commit much more crimes they numbered about general population years crime rate employment rate blacks better than now,False,False,False,False,False,False,False,False,False,False,False,False,Negative
1228 someone please turn that into autotune song stefan molyneux please,False,False,False,False,False,False,False,False,False,False,False,False,Positive
monster what deserved color didnt matter anyone that attacks with gonna shothe stupid illegal tried hurting someone blasted give raise,True,True,False,False,False,False,False,False,False,False,False,False,Negative
molyneux tête noeud,False,False,False,False,False,False,False,False,False,False,False,False,Negative
moly loooooooooooooooooooooooves cops there other witnesses also clueless about riots also about decades police violence repression areaalso ignorant effects marijuana,False,False,False,False,False,False,False,False,False,False,False,False,Negative
1879 people disliked this video problem this said nothing wrong until they change which will happen will change good thing still very numbered,False,False,False,False,False,False,False,False,False,False,False,False,Positive
state cop cop shooting state problem right anarchocapitalists like steffan should agree with this nonsense,False,False,False,False,False,False,False,False,False,False,False,False,Negative
racist piece shit reach anything justify murder extremely shameful slant facts order justify your racist biased views,True,True,False,False,True,False,False,False,False,False,False,False,Negative
dear stephen molyneux minutes long 100 right respond only after facts btw voted thumb number 5729 did even blink have tried thumb down must same thing happened fair thank your homework your hard work obviously spent time present this case very nice you obviously care very much about your country best,False,False,False,False,False,False,False,False,False,False,False,False,Positive
please followup video enough information your time great work always,False,False,False,False,False,False,False,False,False,False,False,False,Positive
when people this country going learn isnt police that enemy mediathey ones lighting called fire stirring pot,False,False,False,False,False,False,False,False,False,False,False,False,Positive
always molyneux excellent video,False,False,False,False,False,False,False,False,False,False,False,False,Positive
stop advertising swisher sweets racist point blank,True,True,False,False,False,False,False,False,False,False,False,False,Negative
this intelligence average black cant comprehend like trying figure makes house,True,False,False,False,False,True,True,False,False,False,False,False,Negative
loved your trayvon martin video love this too wish could deliver cable news maybe then people would truth,False,False,False,False,False,False,False,False,False,False,False,False,Positive
